Compound_id;Compound_common_name;Compound_synonyms;Molecular_weight;Chemical_formula;Smiles;Links;EC;Reaction_equation;Pathway
CPD-12447;phlorizin;phloretin 2'-<i>O</i>-glucoside*floridzin*phloretin 2'-glucoside*phlorhizin*phloridzin*phlorizoside;435.407;C21 H23 O10 ;C(O)C3(C(O)C(O)C(O)C(OC2(C(C(CCC1(C=CC(O)=CC=1))=O)=C(O)C=C([O-])C=2))O3);REFMET:Phlorizin*METABOLIGHTS:MTBLC8113*HMDB:HMDB36634*LIGAND-CPD:C01604*PUBCHEM:46926173*CHEBI:8113;RXN-11465;UDP-alpha-D-glucose + phloretin  ->  phlorizin + UDP;phloridzin biosynthesis
2-METHYL-ACETO-ACETYL-COA;2-methylacetoacetyl-CoA;2-methyl-3-acetoacetyl-CoA*2-methylacetoacetyl coenzyme A;861.604;C26 H38 N7 O18 P3 S1 ;CC(C(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)C(=O)C;REFMET:2-Methylacetoacetyl-CoA*PUBCHEM:45266568*METABOLIGHTS:MTBLC57335*HMDB:HMDB01157*CHEBI:57335*PUBCHEM:25244541*LIGAND-CPD:C03344*CAS:6712-01-2;EC-2.3.1.9;2-methylacetoacetyl-CoA + coenzyme A  <-->  propanoyl-CoA + acetyl-CoA;L-isoleucine degradation I
CPD-15365;densipoloyl-CoA;;1041.936;C39 H62 N7 O18 P3 S1 ;CCC=CCCC(O)CC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];PUBCHEM:90658551;EC-2.3.1.199;densipoloyl-CoA + malonyl-CoA + H+  ->  3-oxo-auricoloyl-CoA + CO2 + coenzyme A;hydroxylated fatty acid biosynthesis (plants)
CPD-14961;kaempferide 3-O-glucoside;;462.409;C22 H22 O11 ;COC1(C=CC(=CC=1)C2(OC4(C(C(=O)C=2OC3(OC(C(O)C(O)C(O)3)CO))=C(O)C=C(O)C=4)));PUBCHEM:90659152*PUBCHEM:44259083;EC-2.4.1;UDP-beta-L-rhamnose + kaempferide 3-O-glucoside + UDP-beta-L-rhamnose  ->  UDP + kaempferide 3-O-beta-D-glucopyranosyl -(1->2)-O-alpha-L-rhamnoside + UDP + H+ + H+;kaempferide triglycoside biosynthesis
CPD-4619;cis-zeatin-9-N-glucoside;;381.388;C16 H23 N5 O6 ;CC(=CCNC1(C2(=C(N=CN=1)N(C=N2)C3(C(C(C(C(O3)CO)O)O)O))))CO;HMDB:HMDB12202*CHEBI:72607*PUBCHEM:25244554;EC-2.4.1;UDP-alpha-D-glucose + cis-zeatin  ->  cis-zeatin-9-N-glucoside + UDP + H+;cytokinins 9-N-glucoside biosynthesis
CPD-4615;dihydrozeatin-7-N-glucose;;383.403;C16 H25 N5 O6 ;CC(CCNC1(C2(=C(N=CN=1)N=CN2C3(C(C(C(C(O3)CO)O)O)O))))CO;CHEBI:133475*PUBCHEM:25201421;EC-2.4.1;UDP-alpha-D-glucose + dihydrozeatin  ->  dihydrozeatin-7-N-glucose + UDP + H+;cytokinins 7-N-glucoside biosynthesis
CPD-17638;7-hydroxylauroyl-CoA;7-hydroxydodecanoyl-CoA;961.807;C33 H54 N7 O18 P3 S1 ;CCCCCC(O)CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];PUBCHEM:91819849;RXN-16407;7-hydroxylauroyl-CoA + 3 malonyl-CoA + 2 H+  ->  2-(8-hydroxy-2-oxotridecyl)-6-oxopyran-4-olate + 3 CO2 + 4 coenzyme A;sporopollenin precursors biosynthesis
CPD-15371;ternatin C3;;1018.842;C45 H46 O27 ;C(O)C1(OC(C(O)C(O)C(O)1)OC5(=C(O)C(=CC(C4(=[O+]C2(=C(C([O-])=CC([O-])=C2)C=C(OC3(OC(COC(CC([O-])=O)=O)C(O)C(O)C(O)3))4)))=C5)OC6(OC(C(O)C(O)C(O)6)COC(=O)C=CC7(C=CC(O)=CC=7))));PUBCHEM:102515454*PUBCHEM:44256936;EC-2.3.1;1-O-(4-coumaroyl)-beta-D-glucose + ternatin C5 + ternatin C5 + 1-O-(4-coumaroyl)-beta-D-glucose  ->  ternatin C3 + D-glucopyranose;ternatin C3 biosynthesis
CPD-513;3-hydroxy-3-phenylpropanoyl-CoA;3-hydroxy-3-phenylpropionyl-CoA*hydroxycinnamoyl-CoA (ambiguous)*3-hydroxy-3-phenylpropionyl-coenzyme A*&beta;;;;;;;
CPD-18169;isovitexin 2''-O-beta-D-glucosyl 7-O-galactoside;;756.667;C33 H40 O20 ;C1(C=C(O)C=CC=1C3(=CC(=O)C4(=C(O)C(=C(OC2(C(C(C(O)C(O2)CO)O)O))C=C(O3)4)C6(OC(CO)C(O)C(O)C(OC5(OC(CO)C(O)C(O)C(O)5))6))));PUBCHEM:102515002;EC-2.4.1;isovitexin 2''-O-beta-D-glucoside + UDP-alpha-D-galactose  ->  isovitexin 2''-O-beta-D-glucosyl 7-O-galactoside + UDP;isovitexin glycosides biosynthesis
BENZYL-DESULFOGLUCOSINOLATE;desulfoglucotropaeolin;benzyl-desulfoglucosinolate*desulfoglucotropeolin;329.367;C14 H19 N1 O6 S1 ;C(O)C2(C(O)C(O)C(O)C(SC(CC1(=CC=CC=C1))=NO)O2);CHEBI:136422*CHEBI:15911*PUBCHEM:11953793*CHEBI:4455*CHEMSPIDER:10128094*PUBCHEM:11953793*LIGAND-CPD:C01069;EC-2.8.2.24;desulfoglucotropaeolin + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + glucotropaeolin + H+;glucosinolate biosynthesis from phenylalanine
CPD-1042;dhurrin;(S)-4-hydroxymandelonitrile-&beta;;;;;;;
CPD-8068;kaempferol 3-O-beta-D-glucosyl-(1->2)-glucosyl-(1->2)-beta-D-glucoside;;772.666;C33 H40 O21 ;C6(C(C5(OC1(C=C(C=C(C=1C(C(OC2(C(C(C(O)C(O2)CO)O)OC3(C(C(C(O)C(O3)CO)O)OC4(C(C(C(O)C(O4)CO)O)O))))=5)=O)O)O)))=CC=C(C=6)O);PUBCHEM:90658031*PUBCHEM:25245852*METABOLIGHTS:MTBLC31744*HMDB:HMDB32008*CHEBI:31744*PUBCHEM:25245852*LIGAND-CPD:C12635;EC-2.3.1.173;4-coumaroyl-CoA + kaempferol 3-O-beta-D-glucosyl-(1->2)-glucosyl-(1->2)-beta-D-glucoside  ->  kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-glucosyl-(1->2)-beta-D-glucoside + coenzyme A;kaempferol triglucoside biosynthesis
FAD;FAD;flavin adenine dinucleotide oxidized*flavin adenine dinucleotide*flavitan;782.533;C27 H30 N9 O15 P2 ;CC6(=C(C)C=C5(C(N=C1(C(=O)[N-]C(=O)N=C1N(CC(C(O)C(O)COP(OP([O-])(OCC4(C(O)C(O)C(N3(C=NC2(C(N)=NC=NC=23)))O4))=O)([O-])=O)O)5))=C6));PUBCHEM:15938970*BIGG:33521*CHEBI:4956*BIGG:fad*CHEBI:57692*PUBCHEM:46906035*|Wikipedia|:Flavin_adenine_dinucleotide*HMDB:HMDB01248*CHEMSPIDER:13082029*LIGAND-CPD:C00016*CAS:146-14-5;EC-1.5.99;trans-zeatin riboside + FAD + H2O + H+  ->  adenosine + 3-methyl-4-trans-hydroxy-2-butenal + FADH2;cytokinins degradation
CPD-14843;myricetin 3-O-beta-D-glucoside;;480.381;C21 H20 O13 ;C1(C(O)=C(O)C(O)=CC=1C3(OC4(C=C(O)C=C(O)C(C(=O)C(OC2(C(C(C(O)C(O2)CO)O)O))=3)=4)));PUBCHEM:5318606*METABOLIGHTS:MTBLC75813*CHEBI:75813;EC-2.4.1;UDP-alpha-D-glucose + myricetin 3-O-beta-D-glucoside + UDP-alpha-D-glucose  ->  UDP + myricetin 3-O-gentiobioside + UDP + H+ + H+;myricetin gentiobioside biosynthesis
CPD1F-766;cyanidin-3-O-beta-D-glucoside;cyanidin-3-O-glucoside*Chrysanthemin;447.374;C21 H19 O11 ;C(O)C1(C(O)C(O)C(O)C(O1)OC3(C(C2(=CC=C(O)C(O)=C2))=[O+]C4(C(C=3)=C([O-])C=C([O-])C=4)));PUBCHEM:86289383*CHEBI:77857*CHEBI:28426*CHEBI:61318*HMDB:HMDB30684*LIPID_MAPS:LMPK12010110*PUBCHEM:25244576*LIGAND-CPD:C08604;EC-2.3.1.215;4-coumaroyl-CoA + cyanidin-3-O-beta-D-glucoside  ->  cyanidin 3-(p-coumaroyl)-glucoside + coenzyme A;superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)
CPD-9965;icosanoyl-CoA;arachidoyl-CoA*eicosanoyl-CoA*icosanoyl-CoA;1058.022;C41 H70 N7 O17 P3 S1 ;CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];REFMET:Eicosanoyl-CoA*HMDB:HMDB04258*CHEBI:57380*PUBCHEM:25203411*LIGAND-CPD:C02041;EC-1.3.1.93;icosanoyl-CoA + NADP+  <-  trans-arachido-2-enoyl-CoA + NADPH + H+;very long chain fatty acid biosynthesis II
CPD-4564;biochanin A-7-O-glucoside-6''-malonate;Biochanin A 7-O-&beta;;;;;;;
CPD-11527;3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxybutanoyl)-CoA;OPC4-3-hydroxyacyl-CoA;999.813;C35 H52 N7 O19 P3 S1 ;CCC=CCC1(C(CCC(=O)1)CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]);PUBCHEM:126961143*PUBCHEM:44237301;EC-1.1.1.35;3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxybutanoyl)-CoA + NAD+  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxobutanoyl)-CoA + NADH + H+;jasmonic acid biosynthesis
CPD-16528;cyanidin O-O-[6-O-(6-O-sinapoyl-beta-D-glucosyl)-2-O-beta-D-xylosyl-beta-D-galactoside];;947.83;C43 H47 O24 ;COC1(=CC(=CC(OC)=C(O)1)C=CC(=O)OCC2(C(O)C(O)C(O)C(O2)OCC4(C(O)C(O)C(OC3(OCC(O)C(O)C(O)3))C(O4)OC6(C(C5(=CC=C(O)C(O)=C5))=[O+]C7(C(C=6)=C([O-])C=C([O-])C=7)))));PUBCHEM:90658034;EC-2.3.1.213;cyanidin 3-O-(6-O-beta-D-glucosyl-2-O-beta-D-xylosyl-beta-D-galactoside) + 1-O-sinapoyl-beta-D-glucose  ->  cyanidin O-O-[6-O-(6-O-sinapoyl-beta-D-glucosyl)-2-O-beta-D-xylosyl-beta-D-galactoside] + D-glucopyranose + H+;acylated cyanidin galactoside biosynthesis
CPD-10500;peonidin;;301.275;C16 H13 O6 ;COC3(C=C(C2([O+]=C1(C(C(O)=CC(O)=C1)=CC(O)=2)))C=CC(O)=3);PUBCHEM:441773;RXN-9792;peonidin  ->  peonidin 3-O-glucoside;peonidin and derivatives biosynthesis
ACRYLYL-COA;acryloyl-CoA;Propenoyl-CoA*acrylyl-coenzyme A*propenoyl-CoA*acrylyl-CoA;817.551;C24 H34 N7 O17 P3 S1 ;C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];PUBCHEM:45266595*CHEBI:15513*METABOLIGHTS:MTBLC57367*HMDB:HMDB02307*CHEBI:57367*PUBCHEM:25244583*LIGAND-CPD:C00894*CAS:5776-58-9;EC-1.3.1.85;(R)-methylmalonyl-CoA + NADP+  <-  acryloyl-CoA + CO2 + NADPH;crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)
CPD-13255;soyasaponin I;;942.125;C48 H77 O18 ;CC8(C(O)C(O)C(O)C(OC7(C(O)C(O)C(CO)OC(OC6(C(O)C(O)C(C(=O)[O-])OC(OC4(CCC3(C)([CH]5(CC=C2(C(C)(CCC1(C)(C(O)CC(C)(C)C[CH]12))C(C)(CC[CH]3C(CO)(C)4)5)))))6))7))O8);PUBCHEM:53477584*CHEBI:62916*PUBCHEM:52940245;EC-2.4.1.273;UDP-beta-L-rhamnose + soyasaponin III  ->  UDP + soyasaponin I + H+;soybean saponin I biosynthesis
CPD-12464;mediose;Gal-&alpha;;;;;;;
ACETYL-COA;acetyl-CoA;acetyl coenzyme-A*ac-CoA*acetylcoenzyme-A*acetyl-<i>S</i>-CoA*ac-<i>S</i>-CoA;805.54;C23 H34 N7 O17 P3 S1 ;CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];REFMET:Acetyl-CoA*BIGG:accoa*METABOLIGHTS:MTBLC57288*HMDB:HMDB01206*BIGG:33558*CHEBI:57288*PUBCHEM:45266541*KNAPSACK:C00007259*CAS:72-89-9*UM-BBD-CPD:c0031*LIGAND-CPD:C00024;EC-2.3.1.150;salutaridinol + acetyl-CoA  ->  7-O-acetylsalutaridinol + coenzyme A;morphine biosynthesis
UDP-D-GALACTURONATE;UDP-alpha-D-galacturonate;UDP-galacturonate;577.265;C15 H19 N2 O18 P2 ;C(OP(=O)([O-])OP(=O)([O-])OC1(OC(C(=O)[O-])C(O)C(O)C(O)1))C2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3));HMDB:HMDB12302*CHEBI:57635*PUBCHEM:25244587*LIGAND-CPD:C00617;EC-2.4.1.43;(1,4-alpha-D-galacturonosyl)(n) + UDP-alpha-D-galacturonate  ->  (1,4-alpha-D-galacturonosyl)(n+m) + UDP;homogalacturonan biosynthesis
CMP-KDO;CMP-3-deoxy-beta-D-manno-octulosonate;CMP-&alpha;;;;;;;
METHACRYLYL-COA;methylacrylyl-CoA;methacrylyl-CoA*2-methylprop-2-enoyl-CoA*methacrylyl-coenzyme A;831.577;C25 H36 N7 O17 P3 S1 ;C=C(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])C;REFMET:Methacrylyl-CoA*PUBCHEM:53262325*HMDB:HMDB01011*CHEBI:62500*PUBCHEM:25245875*LIGAND-CPD:C03460*CAS:6008-91-9;EC-4.4.1;glutathione + methylacrylyl-CoA + H2O  ->  gamma-L-glutamyl-(S)-2-carboxypropyl-L-cysteinyl-glycine + coenzyme A + H+;propanethial S-oxide biosynthesis
3-HYDROXY-3-METHYL-GLUTARYL-COA;(S)-3-hydroxy-3-methylglutaryl-CoA;3-hydroxy-3-methyl-glutaryl-CoA*HMG-CoA*hydroxymethylglutaryl-CoA*3-hydroxy-3-methylglutaryl-coenzyme A*3-Hydroxy-3-methylglutaryl-CoA;906.621;C27 H39 N7 O20 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)CC(=O)[O-])COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];PUBCHEM:5288565*CHEBI:15467*HMDB:HMDB01375*CHEBI:43074*PUBCHEM:50986137*LIGAND-CPD:C00356*CAS:1553-55-5;EC-4.1.3.4;(S)-3-hydroxy-3-methylglutaryl-CoA  ->  acetoacetate + acetyl-CoA;L-leucine degradation I
VICIANOSE;vicianose;;312.273;C11 H20 O10 ;C2(OC(OCC1(OC(O)C(O)C(O)C(O)1))C(O)C(O)C(O)2);CHEMSPIDER:388630*PUBCHEM:439537*CHEBI:16177*LIGAND-CPD:C01625*CAS:14116-69-9;EC-3.2.1.149;linalyl 6-O-alpha-L-arabinopyranosyl- beta-D-glucopyranoside + H2O  ->  (RS)-linalool + vicianose;tea aroma glycosidic precursor bioactivation
CPD-477;gibberellin A97;GA<sub>97</sub>*gibberellin A<sub>97</sub>*gibberellin A97*GA97;362.422;C20 H26 O6 ;C=C1(C2(O)(CC3(C1)(C([CH]4(C(C)(CC(O)CC(C)([CH](CC2)3)4)C([O-])=O))C([O-])=O)));PUBCHEM:25203277;EC-1.14.11;gibberellin A53 + 2-oxoglutarate + oxygen  ->  gibberellin A97 + succinate + CO2;gibberellin inactivation I (2beta-hydroxylation)
CPD-201;4-hydroxybenzoyl-CoA;<i>p</i>-hydroxybenzoyl-CoA;883.61;C28 H36 N7 O18 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(C1(=CC=C(O)C=C1))=O)COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];PUBCHEM:45266585*CHEBI:57356*HMDB:HMDB06467*CHEBI:1859*PUBCHEM:25244604*LIGAND-CPD:C02949;EC-3.1.2.23;4-hydroxybenzoyl-CoA + H2O  ->  4-hydroxybenzoate + coenzyme A + H+;4-hydroxybenzoate biosynthesis V
SINAPOYL-COA;sinapoyl-CoA;sinapinoyl-CoA;969.7;C32 H42 N7 O20 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC1(C=C(OC)C(O)=C(OC)C=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];CHEBI:57393*PUBCHEM:44229225*LIGAND-CPD:C00411;EC-2.3.1.110;tyramine + sinapoyl-CoA  ->  sinapoyltyramine + coenzyme A + H+;hydroxycinnamic acid tyramine amides biosynthesis
2-METHYL-BUTYRYL-COA;2-methylbutanoyl-CoA;<i>S</i>-2-methyl-butyryl-CoA*2-methylbutyryl-CoA*&alpha;;;;;;;
NAD;NAD+;NAD+*beta-nicotinamide adenine dinucleotide*coenzyme I*diphosphopyridine nucleotide*diphosphopyridine nucleotide oxidized*nicotinamide adenine dinucleotide*nicotinamide adenine dinucleotide oxidized*NAD-oxidized*NAD-ox*DPN+*DPN-ox*DPN*&beta;;;;;;;
CPD-14990;"isorhamnetin 3-O-(3\""-O-p-coumaroyl)-glucoside";;624.554;C31 H28 O14 ;COC1(=CC(=CC=C(O)1)C2(OC5(C(C(=O)C=2OC4(OC(C(O)C(OC(=O)C=CC3(C=CC(O)=CC=3))C(O)4)CO))=C(O)C=C(O)C=5)));PUBCHEM:90658590;EC-2.3.1;"4-coumaroyl-CoA + isorhamnetin 3-O-glucoside + 4-coumaroyl-CoA  ->  isorhamnetin 3-O-(3\""-O-p-coumaroyl)-glucoside + coenzyme A + coenzyme A";flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
4-CYTIDINE-5-DIPHOSPHO-2-C;4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol;CDP-ME*CDP-methyl-D-erythritol*4-diphosphocytidyl-2C-methyl-D-erythritol*4-diphosphocytidyl-2-C-methylerythritol;519.295;C14 H23 N3 O14 P2 ;CC(O)(CO)C(O)COP(OP([O-])(=O)OCC2(C(C(O)C(N1(C(N=C(C=C1)N)=O))O2)O))([O-])=O;BIGG:4c2me*BIGG:216317*CHEBI:57823*PUBCHEM:24970669*LIGAND-CPD:C11435;EC-2.7.1.148;4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP  ->  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP + H+;methylerythritol phosphate pathway I
P-COUMAROYL-COA;4-coumaroyl-CoA;4-coumaryl-CoA*p-coumaroyl-CoA*<i>p</i>-coumaroyl-CoA*4-hydroxycinnamoyl-CoA*4-coumaroyl-CoA*<i>p</i>-coumaryl-CoA;909.648;C30 H38 N7 O18 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC1(C=CC(O)=CC=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];PUBCHEM:45266584*HMDB:HMDB60153*PUBCHEM:25244633*LIGAND-CPD:C00223*CHEBI:15499;EC-2.3.1.133;4-coumaroyl-CoA + shikimate  ->  trans-5-O-(4-coumaroyl)shikimate + coenzyme A;chlorogenic acid biosynthesis I
CPD-10517;3-hydroxy-indole-3-butyryl-CoA;3-hydroxy-indole-3-butyryl-coenzyme A;968.758;C33 H47 N8 O18 P3 S1 ;C5(N=C(C1(=C(N(C=N1)C2(OC(C(OP(O)(=O)O)C(O)2)COP(=O)(OP(=O)(OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CC3(C4(C(NC=3)=CC=CC=4)))O)O))N=5))N);;EC-1.1;3-hydroxy-indole-3-butyryl-CoA  ->  3-keto-indole-3-butyryl-CoA;IAA biosynthesis VII
LOGANIN;loganin;;390.386;C17 H26 O10 ;CC1(C(O)C[CH]3([CH]1C(OC2(OC(CO)C(O)C(O)C(O)2))OC=C(C(OC)=O)3));REFMET:Loganin*PUBCHEM:87691*METABOLIGHTS:MTBLC15771*LIPID_MAPS:LMPR0102070001*CHEMSPIDER:314629*PUBCHEM:354446*CHEBI:15771*LIGAND-CPD:C01433*NCI:606403*CAS:18524-94-2;EC-1.3.3.9;loganin + NADPH + H+ + oxygen  ->  secologanin + NADP+ + 2 H2O;secologanin and strictosidine biosynthesis
CPD-9472;gypsogenin-28-beta-D-glucoside;;632.833;C36 H56 O9 ;CC5(CCC4(CCC1(C(=CCC2(C1(CCC3(C2(CCC(C3(C)C=O)O)C))C))C4C5)C)C(=O)OC6(C(C(C(C(CO)O6)O)O)O))C;PUBCHEM:25245926;EC-2.4.1;UDP-alpha-D-glucose + gypsogenin  ->  gypsogenin-28-beta-D-glucoside + UDP;saponin biosynthesis III
CPD-10678;avenacin A-1;oat triterpenoid saponin;1094.255;C55 H83 N1 O21 ;CC2(C=O)(C(OC(=O)C1(C(NC)=CC=CC=1))CC4(C)([CH](C2)C35(OC3C[CH]6(C(C)(C(C)(CC(O)4)5)CC[CH]%10(C(C)6CCC(OC9(OCC(OC7(OC(CO)C(O)C(O)C(O)7))C(O)C(OC8(OC(CO)C(O)C(O)C(O)8))9))C(CO)(C)%10)))));PUBCHEM:174808*LIGAND-CPD:C08926*PUBCHEM:441907*CHEBI:27408*CHEMSPIDER:152437;EC-2.3.1;des-acyl avenacin A + N-methylanthraniloyl-beta-D-glucopyranose  ->  avenacin A-1 + D-glucopyranose;avenacin A-1 biosynthesis
CPD-16683;(+)-secoisolariciresinol monoglucoside;;524.564;C26 H36 O11 ;COC3(=C(C=CC(CC(C(CC1(=CC(=C(C=C1)O)OC))COC2(C(C(C(O)C(O2)CO)O)O))CO)=C3)O);PUBCHEM:90658054;EC-2.4.1;(+)-secoisolariciresinol monoglucoside + UDP-alpha-D-glucose  ->  (+)-secoisolariciresinol diglucoside + UDP + H+;(+)-secoisolariciresinol diglucoside biosynthesis
CPD-6623;curcumin diglucoside;QDG;692.669;C33 H40 O16 ;COC4(=CC(C=CC(=CC(C=CC1(=CC(=C(C=C1)OC2(C(C(C(C(O2)CO)O)O)O))OC))=O)O)=CC=C(OC3(OC(C(C(C3O)O)O)CO))4);PUBCHEM:46926318;EC-2.4.1;UDP-alpha-D-glucose + curcumin diglucoside  ->  curcumin 4'-O-beta-D-gentiobiosyl 4''-O-beta-D-glucoside + UDP + H+;curcumin glucoside biosynthesis
6-O-BETA-D-XYLOPYRANOSYL;primeverose;&beta;;;;;;;
CPD-12112;salicyloyl-CoA;salicoyl-CoA*2-hydroxybenzoyl-CoA*salicoyl-coenzyme A*2-hydroxybenzoyl-coenzyme A;883.61;C28 H36 N7 O18 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C1(C(O)=CC=CC=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];CHEBI:67148*PUBCHEM:46173287;EC-2.3.1.208;salicyloyl-CoA + malonyl-CoA + H+  ->  4-hydroxycoumarin + CO2 + 2 coenzyme A;4-hydroxycoumarin and dicoumarol biosynthesis
CPD-15105;kaempferol 3-O-beta-D-glucosylgalactoside;kaempferol 3-<i>O</i>-(2\*-<i>O</i>-<i>D</i>-glucopyranosyl;609.516;C27 H29 O16 ;C(C4(OC(OC2(=C(C1(C=CC(O)=CC=1))OC3(=CC([O-])=CC(=C(C2=O)3)O)))C(C(O)C4O)OC5(C(C(C(O)C(O5)CO)O)O)))O;PUBCHEM:90658606*KNAPSACK:C00005157*LIGAND-CPD:C16490*PUBCHEM:47205786;EC-2.4.1;UDP-alpha-D-glucose + kaempferol 3-O-beta-D-galactoside + UDP-alpha-D-glucose  ->  UDP + kaempferol 3-O-beta-D-glucosylgalactoside + UDP + H+ + H+;kaempferol diglycoside biosynthesis (pollen-specific)
CPD-7073;hesperitin-7-O-beta-D-glucoside;;464.425;C22 H24 O11 ;COC4(=C(C=C(C2(OC1(C=C(C=C(C=1C(C2)=O)O)OC3(OC(C(C(C3O)O)O)CO))))C=C4)O);PUBCHEM:91820514*PUBCHEM:25245950;EC-2.4.1.236;UDP-beta-L-rhamnose + hesperitin-7-O-beta-D-glucoside  ->  UDP + hesperidin + H+;hesperitin glycoside biosynthesis
CPD-9693;dalpatein 7-O-beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside;dalpatein glycoside;636.562;C29 H32 O16 ;COC1(=C(C=C2(C(=C1)OCO2))C3(C(C4(=C(OC=3)C=C(C(=C4)OC)OC5(OC(C(O)C(O)C(O)5)COC6(C(O)C(CO)(O)CO6))))=O));PUBCHEM:91819873*PUBCHEM:25201557;EC-3.2.1.161;dalpatein 7-O-beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside + H2O  ->  dalpatein + beta-D-apiofuranosyl-(1->6)-D-glucose;dalpatein and dalnigrein biosynthesis
CPD1F-437;quercetin-3-glucoside;quercetin-3-O-&beta;;;;;;;
CPD-15370;trans-lesqueroloyl-CoA;;1069.99;C41 H66 N7 O18 P3 S1 ;CCCCCCC(O)CC=CCCCCCCCC=CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O;PUBCHEM:90658069;EC-1.3.1.93;trans-lesqueroloyl-CoA + NADPH + H+  ->  lesqueroloyl-CoA + NADP+;hydroxylated fatty acid biosynthesis (plants)
